país Name,país Code,tiempo,tiempo Code,"Esperanza de vida al nacer, total (años) [SP.DYN.LE00.IN]",PIB per cápita (US$ a precios constantes de 2010) [NY.GDP.PCAP.KD]
Trinidad y Tobago,TTO,1988,YR1988,67.816,5866.588292
Trinidad y Tobago,TTO,1989,YR1989,67.957,5776.148805
Trinidad y Tobago,TTO,1990,YR1990,68.086,5823.664104
Trinidad y Tobago,TTO,1991,YR1991,68.201,5965.898901
Trinidad y Tobago,TTO,1992,YR1992,68.305,6527.778398
Trinidad y Tobago,TTO,1993,YR1993,68.402,6447.952041
Trinidad y Tobago,TTO,1994,YR1994,68.496,6646.408669
Trinidad y Tobago,TTO,1995,YR1995,68.597,6873.885353
Trinidad y Tobago,TTO,1996,YR1996,68.713,7344.68916
Trinidad y Tobago,TTO,1997,YR1997,68.85,7882.808418
Trinidad y Tobago,TTO,1998,YR1998,69.011,8510.775012
Trinidad y Tobago,TTO,1999,YR1999,69.199,9177.470151
Trinidad y Tobago,TTO,2000,YR2000,69.413,9785.90975
Trinidad y Tobago,TTO,2001,YR2001,69.65,10157.93255
Trinidad y Tobago,TTO,2002,YR2002,69.903,10916.22849
Trinidad y Tobago,TTO,2003,YR2003,70.164,12430.87547
Trinidad y Tobago,TTO,2004,YR2004,70.428,13350.86143
Trinidad y Tobago,TTO,2005,YR2005,70.691,14110.04117
Trinidad y Tobago,TTO,2006,YR2006,70.952,15899.4003
Trinidad y Tobago,TTO,2007,YR2007,71.21,16580.31724
Trinidad y Tobago,TTO,2008,YR2008,71.464,17064.53166
Trinidad y Tobago,TTO,2009,YR2009,71.71,16234.98123
Trinidad y Tobago,TTO,2010,YR2010,71.946,16683.35538
Trinidad y Tobago,TTO,2011,YR2011,72.17,16534.26826
Trinidad y Tobago,TTO,2012,YR2012,72.382,16636.68383
Trinidad y Tobago,TTO,2013,YR2013,72.582,16895.9243
Trinidad y Tobago,TTO,2014,YR2014,72.768,16635.54036
Trinidad y Tobago,TTO,2015,YR2015,72.941,16840.1208
Trinidad y Tobago,TTO,2016,YR2016,73.1,15696.90422
Trinidad y Tobago,TTO,2017,YR2017,73.245,15261.87227
Trinidad y Tobago,TTO,2018,YR2018,73.38,15161.06846
Uruguay,URY,1960,YR1960,67.783,5474.63878
Uruguay,URY,1961,YR1961,68.007,5539.038337
Uruguay,URY,1962,YR1962,68.198,5384.403303
Uruguay,URY,1963,YR1963,68.347,5329.631209
Uruguay,URY,1964,YR1964,68.455,5397.71418
Uruguay,URY,1965,YR1965,68.521,5395.152889
Uruguay,URY,1966,YR1966,68.554,5502.527416
Uruguay,URY,1967,YR1967,68.567,5248.854785
Uruguay,URY,1968,YR1968,68.575,5300.446897
Uruguay,URY,1969,YR1969,68.588,5570.584368
Uruguay,URY,1970,YR1970,68.616,5670.630897
Uruguay,URY,1971,YR1971,68.664,5639.321646
Uruguay,URY,1972,YR1972,68.732,5558.634787
Uruguay,URY,1973,YR1973,68.823,5572.63647
Uruguay,URY,1974,YR1974,68.941,5729.967409
Uruguay,URY,1975,YR1975,69.089,6066.256408
Uruguay,URY,1976,YR1976,69.271,6280.148244
Uruguay,URY,1977,YR1977,69.484,6336.793654
Uruguay,URY,1978,YR1978,69.723,6633.748784
Uruguay,URY,1979,YR1979,69.983,6996.421495
Uruguay,URY,1980,YR1980,70.256,7355.208814
Uruguay,URY,1981,YR1981,70.536,7420.983919
Uruguay,URY,1982,YR1982,70.814,6653.235964
Uruguay,URY,1983,YR1983,71.085,5931.135763
Uruguay,URY,1984,YR1984,71.343,5825.723193
Uruguay,URY,1985,YR1985,71.583,5873.329518
Uruguay,URY,1986,YR1986,71.804,6350.418975
Uruguay,URY,1987,YR1987,72.008,6815.441657
Uruguay,URY,1988,YR1988,72.201,6873.271625
Uruguay,URY,1989,YR1989,72.386,6904.394483
Uruguay,URY,1990,YR1990,72.569,6878.145286
Uruguay,URY,1991,YR1991,72.757,7071.38642
Uruguay,URY,1992,YR1992,72.955,7577.085161
Uruguay,URY,1993,YR1993,73.166,7721.462714
Uruguay,URY,1994,YR1994,73.388,8223.12065
Uruguay,URY,1995,YR1995,73.62,8045.946644
Uruguay,URY,1996,YR1996,73.854,8434.319412
Uruguay,URY,1997,YR1997,74.086,9091.474283
Uruguay,URY,1998,YR1998,74.309,9441.994882
Uruguay,URY,1999,YR1999,74.523,9211.427513
Uruguay,URY,2000,YR2000,74.731,9001.750046
Uruguay,URY,2001,YR2001,74.939,8640.778519
Uruguay,URY,2002,YR2002,75.152,7971.313775
Uruguay,URY,2003,YR2003,75.373,8041.240177
Uruguay,URY,2004,YR2004,75.599,8449.209088
Uruguay,URY,2005,YR2005,75.826,9078.637456
Uruguay,URY,2006,YR2006,76.046,9440.50698
Uruguay,URY,2007,YR2007,76.251,10038.89509
Uruguay,URY,2008,YR2008,76.437,10732.01128
Uruguay,URY,2009,YR2009,76.603,11155.84525
Uruguay,URY,2010,YR2010,76.75,11992.01663
Uruguay,URY,2011,YR2011,76.882,12574.90357
Uruguay,URY,2012,YR2012,77.004,12981.14011
Uruguay,URY,2013,YR2013,77.124,13541.20711
Uruguay,URY,2014,YR2014,77.244,13934.57617
Uruguay,URY,2015,YR2015,77.369,13938.79007
Uruguay,URY,2016,YR2016,77.498,14124.14386
Uruguay,URY,2017,YR2017,77.632,14437.38469
Uruguay,URY,2018,YR2018,77.77,14617.464
