país Name,país Code,tiempo,tiempo Code,"Esperanza de vida al nacer, total (años) [SP.DYN.LE00.IN]",PIB per cápita (US$ a precios constantes de 2010) [NY.GDP.PCAP.KD]
Argentina,ARG,1960,YR1960,65.055,5642.765138
Argentina,ARG,1961,YR1961,65.176,5853.171906
Argentina,ARG,1962,YR1962,65.269,5711.179338
Argentina,ARG,1963,YR1963,65.348,5323.494309
Argentina,ARG,1964,YR1964,65.426,5772.649967
Argentina,ARG,1965,YR1965,65.518,6286.229347
Argentina,ARG,1966,YR1966,65.64,6151.926026
Argentina,ARG,1967,YR1967,65.796,6255.184022
Argentina,ARG,1968,YR1968,65.989,6460.787452
Argentina,ARG,1969,YR1969,66.219,6980.899178
Argentina,ARG,1970,YR1970,66.483,7084.181478
Argentina,ARG,1971,YR1971,66.774,7368.07758
Argentina,ARG,1972,YR1972,67.078,7368.50577
Argentina,ARG,1973,YR1973,67.383,7453.753557
Argentina,ARG,1974,YR1974,67.686,7740.855928
Argentina,ARG,1975,YR1975,67.985,7617.943151
Argentina,ARG,1976,YR1976,68.283,7350.828567
Argentina,ARG,1977,YR1977,68.585,7743.582315
Argentina,ARG,1978,YR1978,68.891,7285.439556
Argentina,ARG,1979,YR1979,69.197,7910.366622
Argentina,ARG,1980,YR1980,69.496,7908.022618
Argentina,ARG,1981,YR1981,69.777,7380.674984
Argentina,ARG,1982,YR1982,70.033,7210.347021
Argentina,ARG,1983,YR1983,70.262,7403.72721
Argentina,ARG,1984,YR1984,70.466,7399.889119
Argentina,ARG,1985,YR1985,70.65,6904.645044
Argentina,ARG,1986,YR1986,70.825,7214.270703
Argentina,ARG,1987,YR1987,71.001,7294.064256
Argentina,ARG,1988,YR1988,71.186,7104.181201
Argentina,ARG,1989,YR1989,71.384,6497.425545
Argentina,ARG,1990,YR1990,71.594,6245.708577
Argentina,ARG,1991,YR1991,71.813,6721.278239
Argentina,ARG,1992,YR1992,72.032,7157.328311
Argentina,ARG,1993,YR1993,72.246,7644.235692
Argentina,ARG,1994,YR1994,72.453,7988.644614
Argentina,ARG,1995,YR1995,72.651,7666.530004
Argentina,ARG,1996,YR1996,72.843,7994.243371
Argentina,ARG,1997,YR1997,73.029,8543.028534
Argentina,ARG,1998,YR1998,73.213,8772.06321
Argentina,ARG,1999,YR1999,73.396,8381.253998
Argentina,ARG,2000,YR2000,73.576,8224.112827
Argentina,ARG,2001,YR2001,73.755,7776.137872
Argentina,ARG,2002,YR2002,73.932,6854.294081
Argentina,ARG,2003,YR2003,74.107,7380.467087
Argentina,ARG,2004,YR2004,74.28,7962.412309
Argentina,ARG,2005,YR2005,74.451,8577.864994
Argentina,ARG,2006,YR2006,74.62,9174.502458
Argentina,ARG,2007,YR2007,74.787,9901.511881
Argentina,ARG,2008,YR2008,74.952,10201.47594
Argentina,ARG,2009,YR2009,75.116,9502.243585
Argentina,ARG,2010,YR2010,75.278,10385.96443
Argentina,ARG,2011,YR2011,75.439,10883.31536
Argentina,ARG,2012,YR2012,75.598,10649.83729
Argentina,ARG,2013,YR2013,75.756,10784.6307
Argentina,ARG,2014,YR2014,75.913,10398.69401
Argentina,ARG,2015,YR2015,76.068,10568.15781
Argentina,ARG,2016,YR2016,76.221,10239.48135
Argentina,ARG,2017,YR2017,76.372,10419.45541
Argentina,ARG,2018,YR2018,76.52,10049.55524
Chile,CHL,1960,YR1960,57.219,3611.917912
Chile,CHL,1961,YR1961,57.616,3723.173274
Chile,CHL,1962,YR1962,58.031,3794.010773
Chile,CHL,1963,YR1963,58.467,3935.050723
Chile,CHL,1964,YR1964,58.927,3957.236913
Chile,CHL,1965,YR1965,59.415,3920.290297
Chile,CHL,1966,YR1966,59.931,4283.017607
Chile,CHL,1967,YR1967,60.474,4361.996817
Chile,CHL,1968,YR1968,61.044,4443.876782
Chile,CHL,1969,YR1969,61.637,4543.792454
Chile,CHL,1970,YR1970,62.254,4552.255588
Chile,CHL,1971,YR1971,62.895,4901.245955
Chile,CHL,1972,YR1972,63.555,4773.977473
Chile,CHL,1973,YR1973,64.231,4462.266867
Chile,CHL,1974,YR1974,64.917,4497.172566
Chile,CHL,1975,YR1975,65.609,3856.035839
Chile,CHL,1976,YR1976,66.307,3942.566617
Chile,CHL,1977,YR1977,67.005,4288.219062
Chile,CHL,1978,YR1978,67.698,4549.162156
Chile,CHL,1979,YR1979,68.378,4859.505993
Chile,CHL,1980,YR1980,69.033,5172.035749
Chile,CHL,1981,YR1981,69.655,5432.150496
Chile,CHL,1982,YR1982,70.239,4767.199469
Chile,CHL,1983,YR1983,70.782,4465.629293
Chile,CHL,1984,YR1984,71.282,4583.38407
Chile,CHL,1985,YR1985,71.737,4697.516658
Chile,CHL,1986,YR1986,72.148,4875.127073
Chile,CHL,1987,YR1987,72.524,5109.170624
Chile,CHL,1988,YR1988,72.872,5397.026413
Chile,CHL,1989,YR1989,73.198,5836.713989
Chile,CHL,1990,YR1990,73.509,5933.207064
Chile,CHL,1991,YR1991,73.808,6291.684907
Chile,CHL,1992,YR1992,74.1,6879.779489
Chile,CHL,1993,YR1993,74.386,7214.692918
Chile,CHL,1994,YR1994,74.671,7459.177306
Chile,CHL,1995,YR1995,74.957,8004.315446
Chile,CHL,1996,YR1996,75.244,8427.821896
Chile,CHL,1997,YR1997,75.53,8932.072289
Chile,CHL,1998,YR1998,75.813,9199.197679
Chile,CHL,1999,YR1999,76.092,9049.471579
Chile,CHL,2000,YR2000,76.366,9419.98295
Chile,CHL,2001,YR2001,76.634,9622.153629
Chile,CHL,2002,YR2002,76.894,9814.656135
Chile,CHL,2003,YR2003,77.146,10109.66805
Chile,CHL,2004,YR2004,77.391,10726.64485
Chile,CHL,2005,YR2005,77.63,11225.07995
Chile,CHL,2006,YR2006,77.865,11808.83477
Chile,CHL,2007,YR2007,78.099,12256.42969
Chile,CHL,2008,YR2008,78.33,12553.79484
Chile,CHL,2009,YR2009,78.558,12227.21453
Chile,CHL,2010,YR2010,78.779,12808.03459
Chile,CHL,2011,YR2011,78.986,13455.83781
Chile,CHL,2012,YR2012,79.176,14035.67913
Chile,CHL,2013,YR2013,79.349,14461.17438
Chile,CHL,2014,YR2014,79.504,14561.32616
Chile,CHL,2015,YR2015,79.646,14722.36633
Chile,CHL,2016,YR2016,79.779,14777.14884
Chile,CHL,2017,YR2017,79.909,14741.1925
Chile,CHL,2018,YR2018,80.042,15111.69542
Colombia,COL,1960,YR1960,57.269,2339.444534
Colombia,COL,1961,YR1961,57.813,2382.809587
Colombia,COL,1962,YR1962,58.329,2434.602096
Colombia,COL,1963,YR1963,58.825,2438.017898
Colombia,COL,1964,YR1964,59.308,2510.724598
Colombia,COL,1965,YR1965,59.784,2524.703194
Colombia,COL,1966,YR1966,60.257,2580.501406
Colombia,COL,1967,YR1967,60.729,2611.645207
Colombia,COL,1968,YR1968,61.201,2691.143996
Colombia,COL,1969,YR1969,61.675,2780.553055
Colombia,COL,1970,YR1970,62.152,2879.251257
Colombia,COL,1971,YR1971,62.629,2978.233666
Colombia,COL,1972,YR1972,63.105,3133.659678
Colombia,COL,1973,YR1973,63.578,3270.534625
Colombia,COL,1974,YR1974,64.047,3382.94847
Colombia,COL,1975,YR1975,64.518,3385.724059
Colombia,COL,1976,YR1976,64.994,3467.629634
Colombia,COL,1977,YR1977,65.477,3531.965873
Colombia,COL,1978,YR1978,65.964,3746.390955
Colombia,COL,1979,YR1979,66.451,3860.9935
Colombia,COL,1980,YR1980,66.926,3931.034505
Colombia,COL,1981,YR1981,67.38,3933.377738
Colombia,COL,1982,YR1982,67.802,3885.167951
Colombia,COL,1983,YR1983,68.187,3862.159546
Colombia,COL,1984,YR1984,68.529,3907.596871
Colombia,COL,1985,YR1985,68.823,3945.613007
Colombia,COL,1986,YR1986,69.065,4090.557079
Colombia,COL,1987,YR1987,69.266,4224.106855
Colombia,COL,1988,YR1988,69.436,4309.156487
Colombia,COL,1989,YR1989,69.591,4369.096571
Colombia,COL,1990,YR1990,69.75,4467.394602
Colombia,COL,1991,YR1991,69.936,4468.297725
Colombia,COL,1992,YR1992,70.161,4559.326404
Colombia,COL,1993,YR1993,70.433,4713.302671
Colombia,COL,1994,YR1994,70.752,4894.239198
Colombia,COL,1995,YR1995,71.112,5055.207691
Colombia,COL,1996,YR1996,71.497,5068.000037
Colombia,COL,1997,YR1997,71.887,5151.886726
Colombia,COL,1998,YR1998,72.264,5094.738926
Colombia,COL,1999,YR1999,72.619,4801.06864
Colombia,COL,2000,YR2000,72.945,4862.876053
Colombia,COL,2001,YR2001,73.241,4867.58232
Colombia,COL,2002,YR2002,73.517,4913.857496
Colombia,COL,2003,YR2003,73.777,5031.49228
Colombia,COL,2004,YR2004,74.026,5225.245253
Colombia,COL,2005,YR2005,74.265,5404.122236
Colombia,COL,2006,YR2006,74.5,5693.264528
Colombia,COL,2007,YR2007,74.732,6002.33107
Colombia,COL,2008,YR2008,74.962,6126.926503
Colombia,COL,2009,YR2009,75.193,6128.195589
Colombia,COL,2010,YR2010,75.424,6336.709474
Colombia,COL,2011,YR2011,75.655,6711.668052
Colombia,COL,2012,YR2012,75.882,6911.761191
Colombia,COL,2013,YR2013,76.105,7201.006087
Colombia,COL,2014,YR2014,76.322,7449.325237
Colombia,COL,2015,YR2015,76.531,7580.275713
Colombia,COL,2016,YR2016,76.732,7633.389843
Colombia,COL,2017,YR2017,76.925,7620.916172
Colombia,COL,2018,YR2018,77.109,7694.427333
México,MEX,1960,YR1960,57.077,3907.493801
México,MEX,1961,YR1961,57.668,3977.12743
México,MEX,1962,YR1962,58.193,4035.334366
México,MEX,1963,YR1963,58.656,4229.161352
México,MEX,1964,YR1964,59.069,4587.853252
México,MEX,1965,YR1965,59.447,4762.94719
México,MEX,1966,YR1966,59.807,4898.341186
México,MEX,1967,YR1967,60.165,5026.513192
México,MEX,1968,YR1968,60.536,5332.580447
México,MEX,1969,YR1969,60.932,5347.784072
México,MEX,1970,YR1970,61.362,5524.272386
México,MEX,1971,YR1971,61.829,5561.181871
México,MEX,1972,YR1972,62.327,5841.222341
México,MEX,1973,YR1973,62.845,6117.589153
México,MEX,1974,YR1974,63.378,6287.634863
México,MEX,1975,YR1975,63.922,6465.769053
México,MEX,1976,YR1976,64.467,6571.23112
México,MEX,1977,YR1977,65.009,6618.139039
México,MEX,1978,YR1978,65.54,7029.240771
México,MEX,1979,YR1979,66.055,7520.981611
México,MEX,1980,YR1980,66.553,8016.884744
México,MEX,1981,YR1981,67.031,8494.012101
México,MEX,1982,YR1982,67.493,8253.446209
México,MEX,1983,YR1983,67.942,7784.85919
México,MEX,1984,YR1984,68.38,7872.457697
México,MEX,1985,YR1985,68.809,7872.017716
México,MEX,1986,YR1986,69.232,7470.792683
México,MEX,1987,YR1987,69.649,7445.85369
México,MEX,1988,YR1988,70.062,7393.108281
México,MEX,1989,YR1989,70.469,7548.976672
México,MEX,1990,YR1990,70.866,7790.799673
México,MEX,1991,YR1991,71.248,7970.144395
México,MEX,1992,YR1992,71.61,8104.291077
México,MEX,1993,YR1993,71.953,8117.089816
México,MEX,1994,YR1994,72.279,8373.513529
México,MEX,1995,YR1995,72.598,7717.721531
México,MEX,1996,YR1996,72.925,8109.198698
México,MEX,1997,YR1997,73.268,8530.355085
México,MEX,1998,YR1998,73.625,8835.875543
México,MEX,1999,YR1999,73.988,8946.132877
México,MEX,2000,YR2000,74.34,9253.968046
México,MEX,2001,YR2001,74.658,9088.053319
México,MEX,2002,YR2002,74.922,8960.554086
México,MEX,2003,YR2003,75.118,8967.02919
México,MEX,2004,YR2004,75.243,9190.741592
México,MEX,2005,YR2005,75.3,9270.656542
México,MEX,2006,YR2006,75.296,9547.333571
México,MEX,2007,YR2007,75.255,9622.047957
México,MEX,2008,YR2008,75.194,9587.636339
México,MEX,2009,YR2009,75.128,8947.741474
México,MEX,2010,YR2010,75.065,9271.398233
México,MEX,2011,YR2011,75.011,9477.887185
México,MEX,2012,YR2012,74.966,9690.869065
México,MEX,2013,YR2013,74.93,9693.722969
México,MEX,2014,YR2014,74.908,9843.398439
México,MEX,2015,YR2015,74.904,10042.13896
México,MEX,2016,YR2016,74.917,10183.03307
México,MEX,2017,YR2017,74.947,10277.88352
México,MEX,2018,YR2018,74.992,10385.83266
Belice,BLZ,1960,YR1960,59.981,1079.383299
Belice,BLZ,1961,YR1961,60.531,1100.640049
Belice,BLZ,1962,YR1962,61.092,1122.707195
Belice,BLZ,1963,YR1963,61.663,1145.648848
Belice,BLZ,1964,YR1964,62.241,1169.025332
Belice,BLZ,1965,YR1965,62.823,1191.408647
Belice,BLZ,1966,YR1966,63.402,1211.399726
Belice,BLZ,1967,YR1967,63.971,1233.193062
Belice,BLZ,1968,YR1968,64.525,1285.611005
Belice,BLZ,1969,YR1969,65.058,1315.002263
Belice,BLZ,1970,YR1970,65.566,1345.274407
Belice,BLZ,1971,YR1971,66.047,1369.2786
Belice,BLZ,1972,YR1972,66.504,1481.219445
Belice,BLZ,1973,YR1973,66.939,1534.616084
Belice,BLZ,1974,YR1974,67.354,1715.993211
Belice,BLZ,1975,YR1975,67.751,1751.593439
Belice,BLZ,1976,YR1976,68.135,1726.549097
Belice,BLZ,1977,YR1977,68.509,1813.991996
Belice,BLZ,1978,YR1978,68.874,1929.837828
Belice,BLZ,1979,YR1979,69.229,2040.543899
Belice,BLZ,1980,YR1980,69.577,2268.962276
Belice,BLZ,1981,YR1981,69.921,2241.645231
Belice,BLZ,1982,YR1982,70.257,2181.084647
Belice,BLZ,1983,YR1983,70.575,2075.140364
Belice,BLZ,1984,YR1984,70.865,2056.348069
Belice,BLZ,1985,YR1985,71.11,2019.559658
Belice,BLZ,1986,YR1986,71.294,2053.378395
Belice,BLZ,1987,YR1987,71.405,2211.830139
Belice,BLZ,1988,YR1988,71.437,2364.458854
Belice,BLZ,1989,YR1989,71.386,2607.377472
Belice,BLZ,1990,YR1990,71.242,2842.491747
Belice,BLZ,1991,YR1991,70.996,3109.076176
Belice,BLZ,1992,YR1992,70.662,3426.712788
Belice,BLZ,1993,YR1993,70.268,3580.98744
Belice,BLZ,1994,YR1994,69.845,3513.539262
Belice,BLZ,1995,YR1995,69.439,3446.324005
Belice,BLZ,1996,YR1996,69.1,3385.536814
Belice,BLZ,1997,YR1997,68.858,3381.457741
Belice,BLZ,1998,YR1998,68.734,3375.415417
Belice,BLZ,1999,YR1999,68.734,3537.585989
Belice,BLZ,2000,YR2000,68.847,3863.547483
Belice,BLZ,2001,YR2001,69.04,3921.77712
Belice,BLZ,2002,YR2002,69.272,3992.764924
Belice,BLZ,2003,YR2003,69.511,4251.270697
Belice,BLZ,2004,YR2004,69.749,4340.747197
Belice,BLZ,2005,YR2005,69.998,4311.70192
Belice,BLZ,2006,YR2006,70.286,4402.687491
Belice,BLZ,2007,YR2007,70.636,4311.266065
Belice,BLZ,2008,YR2008,71.059,4348.225474
Belice,BLZ,2009,YR2009,71.541,4249.301505
Belice,BLZ,2010,YR2010,72.057,4270.864345
Belice,BLZ,2011,YR2011,72.57,4250.493617
Belice,BLZ,2012,YR2012,73.044,4253.09941
Belice,BLZ,2013,YR2013,73.452,4212.331737
Belice,BLZ,2014,YR2014,73.782,4270.945104
Belice,BLZ,2015,YR2015,74.034,4300.559338
Belice,BLZ,2016,YR2016,74.219,4216.977268
Belice,BLZ,2017,YR2017,74.365,4211.59955
Belice,BLZ,2018,YR2018,74.496,4217.207161
Bolivia,BOL,1960,YR1960,41.82,1005.408468
Bolivia,BOL,1961,YR1961,42.15,1006.593619
Bolivia,BOL,1962,YR1962,42.49,1042.063986
Bolivia,BOL,1963,YR1963,42.84,1091.038039
Bolivia,BOL,1964,YR1964,43.199,1111.691013
Bolivia,BOL,1965,YR1965,43.568,1142.889562
Bolivia,BOL,1966,YR1966,43.947,1199.989708
Bolivia,BOL,1967,YR1967,44.337,1249.67791
Bolivia,BOL,1968,YR1968,44.737,1328.230833
Bolivia,BOL,1969,YR1969,45.147,1358.657112
Bolivia,BOL,1970,YR1970,45.568,1399.515186
Bolivia,BOL,1971,YR1971,45.999,1439.011797
Bolivia,BOL,1972,YR1972,46.441,1520.268151
Bolivia,BOL,1973,YR1973,46.893,1572.743635
Bolivia,BOL,1974,YR1974,47.355,1583.775151
Bolivia,BOL,1975,YR1975,47.828,1662.482406
Bolivia,BOL,1976,YR1976,48.312,1701.092532
Bolivia,BOL,1977,YR1977,48.806,1746.450078
Bolivia,BOL,1978,YR1978,49.31,1743.38944
Bolivia,BOL,1979,YR1979,49.824,1708.169151
Bolivia,BOL,1980,YR1980,50.349,1649.255576
Bolivia,BOL,1981,YR1981,50.883,1619.790768
Bolivia,BOL,1982,YR1982,51.427,1524.614106
Bolivia,BOL,1983,YR1983,51.98,1433.774799
Bolivia,BOL,1984,YR1984,52.543,1402.225117
Bolivia,BOL,1985,YR1985,53.115,1350.754071
Bolivia,BOL,1986,YR1986,53.695,1288.94019
Bolivia,BOL,1987,YR1987,54.284,1293.286046
Bolivia,BOL,1988,YR1988,54.881,1303.107769
Bolivia,BOL,1989,YR1989,55.486,1324.163308
Bolivia,BOL,1990,YR1990,56.099,1356.539894
Bolivia,BOL,1991,YR1991,56.721,1398.123019
Bolivia,BOL,1992,YR1992,57.351,1391.480124
Bolivia,BOL,1993,YR1993,57.989,1420.743231
Bolivia,BOL,1994,YR1994,58.631,1456.394559
Bolivia,BOL,1995,YR1995,59.276,1493.41842
Bolivia,BOL,1996,YR1996,59.922,1527.111292
Bolivia,BOL,1997,YR1997,60.566,1570.824928
Bolivia,BOL,1998,YR1998,61.204,1617.367055
Bolivia,BOL,1999,YR1999,61.835,1592.737364
Bolivia,BOL,2000,YR2000,62.452,1601.416607
Bolivia,BOL,2001,YR2001,63.054,1597.64196
Bolivia,BOL,2002,YR2002,63.64,1606.904626
Bolivia,BOL,2003,YR2003,64.21,1620.263612
Bolivia,BOL,2004,YR2004,64.766,1657.505076
Bolivia,BOL,2005,YR2005,65.312,1700.182737
Bolivia,BOL,2006,YR2006,65.853,1750.802993
Bolivia,BOL,2007,YR2007,66.395,1799.498489
Bolivia,BOL,2008,YR2008,66.937,1878.110253
Bolivia,BOL,2009,YR2009,67.476,1909.084527
Bolivia,BOL,2010,YR2010,68.007,1955.461544
Bolivia,BOL,2011,YR2011,68.521,2024.11724
Bolivia,BOL,2012,YR2012,69.01,2094.024152
Bolivia,BOL,2013,YR2013,69.468,2201.39677
Bolivia,BOL,2014,YR2014,69.891,2286.013172
Bolivia,BOL,2015,YR2015,70.277,2361.056537
Bolivia,BOL,2016,YR2016,70.626,2425.561575
Bolivia,BOL,2017,YR2017,70.945,2490.956226
Bolivia,BOL,2018,YR2018,71.239,2559.511191
Brasil,BRA,1960,YR1960,54.143,3417.352442
Brasil,BRA,1961,YR1961,54.634,3660.391499
Brasil,BRA,1962,YR1962,55.13,3740.43328
Brasil,BRA,1963,YR1963,55.627,3664.977598
Brasil,BRA,1964,YR1964,56.121,3685.492892
Brasil,BRA,1965,YR1965,56.61,3692.845789
Brasil,BRA,1966,YR1966,57.091,3741.855636
Brasil,BRA,1967,YR1967,57.563,3821.461063
Brasil,BRA,1968,YR1968,58.025,4147.381727
Brasil,BRA,1969,YR1969,58.475,4435.37903
Brasil,BRA,1970,YR1970,58.911,4704.317561
Brasil,BRA,1971,YR1971,59.332,5108.403386
Brasil,BRA,1972,YR1972,59.739,5587.886256
Brasil,BRA,1973,YR1973,60.132,6219.514016
Brasil,BRA,1974,YR1974,60.513,6623.415508
Brasil,BRA,1975,YR1975,60.884,6805.298288
Brasil,BRA,1976,YR1976,61.243,7296.347484
Brasil,BRA,1977,YR1977,61.595,7453.590172
Brasil,BRA,1978,YR1978,61.942,7514.289263
Brasil,BRA,1979,YR1979,62.286,7835.070313
Brasil,BRA,1980,YR1980,62.63,8349.48782
Brasil,BRA,1981,YR1981,62.976,7796.854344
Brasil,BRA,1982,YR1982,63.326,7660.578573
Brasil,BRA,1983,YR1983,63.68,7230.716108
Brasil,BRA,1984,YR1984,64.039,7442.972411
Brasil,BRA,1985,YR1985,64.406,7862.703519
Brasil,BRA,1986,YR1986,64.782,8316.516809
Brasil,BRA,1987,YR1987,65.165,8445.712012
Brasil,BRA,1988,YR1988,65.553,8276.326867
Brasil,BRA,1989,YR1989,65.947,8389.978723
Brasil,BRA,1990,YR1990,66.343,7983.746776
Brasil,BRA,1991,YR1991,66.742,7963.111809
Brasil,BRA,1992,YR1992,67.141,7791.757425
Brasil,BRA,1993,YR1993,67.539,8020.606574
Brasil,BRA,1994,YR1994,67.932,8311.560888
Brasil,BRA,1995,YR1995,68.318,8540.076878
Brasil,BRA,1996,YR1996,68.695,8591.014709
Brasil,BRA,1997,YR1997,69.061,8744.846346
Brasil,BRA,1998,YR1998,69.419,8641.275309
Brasil,BRA,1999,YR1999,69.769,8554.072776
Brasil,BRA,2000,YR2000,70.116,8803.152529
Brasil,BRA,2001,YR2001,70.462,8804.329488
Brasil,BRA,2002,YR2002,70.813,8954.837245
Brasil,BRA,2003,YR2003,71.17,8943.828483
Brasil,BRA,2004,YR2004,71.531,9346.039343
Brasil,BRA,2005,YR2005,71.896,9535.41883
Brasil,BRA,2006,YR2006,72.26,9805.724506
Brasil,BRA,2007,YR2007,72.618,10293.53034
Brasil,BRA,2008,YR2008,72.966,10710.87222
Brasil,BRA,2009,YR2009,73.3,10594.98659
Brasil,BRA,2010,YR2010,73.619,11286.24302
Brasil,BRA,2011,YR2011,73.921,11627.81065
Brasil,BRA,2012,YR2012,74.209,11745.77593
Brasil,BRA,2013,YR2013,74.483,11993.48398
Brasil,BRA,2014,YR2014,74.745,11951.20945
Brasil,BRA,2015,YR2015,74.994,11431.15448
Brasil,BRA,2016,YR2016,75.23,10965.97426
Brasil,BRA,2017,YR2017,75.456,11021.71826
Brasil,BRA,2018,YR2018,75.672,11079.70968
Canadá,CAN,1960,YR1960,71.13317073,16405.90534
Canadá,CAN,1961,YR1961,71.34609756,16589.55091
Canadá,CAN,1962,YR1962,71.36707317,17492.99433
Canadá,CAN,1963,YR1963,71.38073171,18088.66803
Canadá,CAN,1964,YR1964,71.77634146,18929.92775
Canadá,CAN,1965,YR1965,71.87219512,19764.64638
Canadá,CAN,1966,YR1966,72.00439024,20700.63596
Canadá,CAN,1967,YR1967,72.20780488,20959.97701
Canadá,CAN,1968,YR1968,72.35341463,21654.85265
Canadá,CAN,1969,YR1969,72.50146341,22440.21639
Canadá,CAN,1970,YR1970,72.7004878,24773.89477
Canadá,CAN,1971,YR1971,73.02926829,25009.18466
Canadá,CAN,1972,YR1972,72.93390244,26082.56884
Canadá,CAN,1973,YR1973,73.16268293,27526.8919
Canadá,CAN,1974,YR1974,73.23756098,28035.7333
Canadá,CAN,1975,YR1975,73.52170732,28033.2771
Canadá,CAN,1976,YR1976,73.85609756,29293.26015
Canadá,CAN,1977,YR1977,74.21560976,29947.88095
Canadá,CAN,1978,YR1978,74.5297561,30743.44774
Canadá,CAN,1979,YR1979,74.86634146,31570.38587
Canadá,CAN,1980,YR1980,75.07804878,31837.66166
Canadá,CAN,1981,YR1981,75.46341463,32539.91059
Canadá,CAN,1982,YR1982,75.76341463,31130.23398
Canadá,CAN,1983,YR1983,76.06585366,31625.86902
Canadá,CAN,1984,YR1984,76.21707317,33179.75834
Canadá,CAN,1985,YR1985,76.36829268,34435.51127
Canadá,CAN,1986,YR1986,76.5195122,34826.23031
Canadá,CAN,1987,YR1987,76.7195122,35770.05772
Canadá,CAN,1988,YR1988,76.9195122,36866.42522
Canadá,CAN,1989,YR1989,77.1195122,37049.8671
Canadá,CAN,1990,YR1990,77.42195122,36555.56857
Canadá,CAN,1991,YR1991,77.62195122,35350.91941
Canadá,CAN,1992,YR1992,77.72439024,35249.45116
Canadá,CAN,1993,YR1993,77.82439024,35791.89121
Canadá,CAN,1994,YR1994,77.82682927,36993.14825
Canadá,CAN,1995,YR1995,78.02926829,37598.65558
Canadá,CAN,1996,YR1996,78.1804878,37810.13594
Canadá,CAN,1997,YR1997,78.43170732,35996.71024
Canadá,CAN,1998,YR1998,78.63414634,36697.54986
Canadá,CAN,1999,YR1999,78.88536585,37845.73975
Canadá,CAN,2000,YR2000,79.13658537,39338.8369
Canadá,CAN,2001,YR2001,79.33902439,39460.73607
Canadá,CAN,2002,YR2002,79.4902439,40369.74456
Canadá,CAN,2003,YR2003,79.74146341,41532.21955
Canadá,CAN,2004,YR2004,79.89268293,42757.00398
Canadá,CAN,2005,YR2005,80.19268293,44471.08006
Canadá,CAN,2006,YR2006,80.34390244,45857.99655
Canadá,CAN,2007,YR2007,80.54390244,48534.17448
Canadá,CAN,2008,YR2008,80.69512195,48495.20404
Canadá,CAN,2009,YR2009,80.99512195,46540.64371
Canadá,CAN,2010,YR2010,81.24634146,47448.01322
Canadá,CAN,2011,YR2011,81.44878049,48464.49628
Canadá,CAN,2012,YR2012,81.64878049,48785.93608
Canadá,CAN,2013,YR2013,81.74878049,49397.52332
Canadá,CAN,2014,YR2014,81.8,50306.94462
Canadá,CAN,2015,YR2015,81.9,50262.02767
Canadá,CAN,2016,YR2016,81.9,50193.75041
Canadá,CAN,2017,YR2017,81.94878049,51170.47584
Canadá,CAN,2018,YR2018,81.94878049,51476.20077
Costa Rica,CRI,1960,YR1960,60.381,2911.055356
Costa Rica,CRI,1961,YR1961,61.018,2857.537972
Costa Rica,CRI,1962,YR1962,61.638,2903.426093
Costa Rica,CRI,1963,YR1963,62.236,2992.618905
Costa Rica,CRI,1964,YR1964,62.807,2994.573301
Costa Rica,CRI,1965,YR1965,63.348,3132.245852
Costa Rica,CRI,1966,YR1966,63.862,3244.140729
Costa Rica,CRI,1967,YR1967,64.358,3323.106564
Costa Rica,CRI,1968,YR1968,64.847,3499.572488
Costa Rica,CRI,1969,YR1969,65.339,3588.68426
Costa Rica,CRI,1970,YR1970,65.844,3754.57418
Costa Rica,CRI,1971,YR1971,66.378,3906.142526
Costa Rica,CRI,1972,YR1972,66.943,4121.062214
Costa Rica,CRI,1973,YR1973,67.541,4331.052595
Costa Rica,CRI,1974,YR1974,68.17,4459.899795
Costa Rica,CRI,1975,YR1975,68.825,4440.608333
Costa Rica,CRI,1976,YR1976,69.501,4566.797549
Costa Rica,CRI,1977,YR1977,70.182,4845.057228
Costa Rica,CRI,1978,YR1978,70.853,5013.857572
Costa Rica,CRI,1979,YR1979,71.501,5122.36997
Costa Rica,CRI,1980,YR1980,72.113,5023.735699
Costa Rica,CRI,1981,YR1981,72.678,4778.922424
Costa Rica,CRI,1982,YR1982,73.193,4311.760597
Costa Rica,CRI,1983,YR1983,73.657,4316.046452
Costa Rica,CRI,1984,YR1984,74.07,4537.76595
Costa Rica,CRI,1985,YR1985,74.429,4449.44858
Costa Rica,CRI,1986,YR1986,74.738,4572.916069
Costa Rica,CRI,1987,YR1987,75.006,4666.893024
Costa Rica,CRI,1988,YR1988,75.243,4703.041173
Costa Rica,CRI,1989,YR1989,75.456,4841.828289
Costa Rica,CRI,1990,YR1990,75.654,4884.602531
Costa Rica,CRI,1991,YR1991,75.844,4866.333183
Costa Rica,CRI,1992,YR1992,76.028,5177.348246
Costa Rica,CRI,1993,YR1993,76.211,5403.268666
Costa Rica,CRI,1994,YR1994,76.394,5504.478222
Costa Rica,CRI,1995,YR1995,76.579,5591.194803
Costa Rica,CRI,1996,YR1996,76.765,5525.097212
Costa Rica,CRI,1997,YR1997,76.948,5696.768255
Costa Rica,CRI,1998,YR1998,77.124,5957.299932
Costa Rica,CRI,1999,YR1999,77.293,6062.262095
Costa Rica,CRI,2000,YR2000,77.452,6172.408361
Costa Rica,CRI,2001,YR2001,77.601,6274.316086
Costa Rica,CRI,2002,YR2002,77.74,6375.203852
Costa Rica,CRI,2003,YR2003,77.871,6545.736721
