Mujer,24,6450
Mujer,64,9000
Hombre,36,30000
Mujer,47,10000
Mujer,44,2580
Mujer,60,1200
Hombre,31,4300
Hombre,50,12900
Hombre,38,6450
Hombre,36,5160
Hombre,30,8600
Mujer,53,18000
Hombre,38,4000
Mujer,34,16000
Mujer,42,1600
Hombre,62,9000
Mujer,46,3440
Hombre,42,4730
Hombre,32,6450
Hombre,68,9460
Hombre,49,12900
Hombre,29,13600
Hombre,24,3010
Hombre,17,5160
Hombre,67,3440
Hombre,45,5160
Mujer,31,15000
Mujer,38,3870
Hombre,50,10320
Hombre,33,5160
Hombre,28,8600
Hombre,44,6450
Hombre,29,3000
Hombre,34,17200
Hombre,27,8600
Mujer,61,5160
Hombre,27,1032
Mujer,20,5160
Mujer,64,1290
Mujer,34,8000
Hombre,50,3000
Mujer,35,6000
Hombre,45,7740
Mujer,28,3870
Mujer,46,10000
Mujer,45,6450
Mujer,57,2150
Hombre,45,8600
Hombre,57,3225
Hombre,35,4300
Mujer,47,22575
Hombre,17,6880
Mujer,51,3000
Hombre,45,5160
Hombre,35,5160
Hombre,28,6450
Hombre,25,8000
Mujer,24,1200
Mujer,24,13300
Mujer,18,5848
Hombre,49,6450
Hombre,22,6060
Mujer,27,4300
Hombre,39,16000
Hombre,36,8000
Mujer,25,1720
Mujer,24,3288
Mujer,23,3870
Hombre,27,10750
Hombre,14,3010
Mujer,26,6020
Hombre,24,9000
Hombre,39,13760
Hombre,27,8000
Mujer,40,10000
Mujer,34,13760
Hombre,55,8600
Hombre,50,8600
Mujer,54,18000
Mujer,46,5160
Mujer,41,8600
Hombre,68,2580
Hombre,45,7310
Hombre,52,12500
Hombre,31,8600
Hombre,54,7740
Mujer,39,5070
Mujer,17,2150
Mujer,43,4300
Hombre,32,8000
Mujer,32,6450
Mujer,36,32250
Hombre,57,16000
Mujer,27,6000
Mujer,25,8600
Hombre,19,6450
Mujer,68,1548
Mujer,55,5160
Mujer,33,8000
Hombre,48,8000
Hombre,51,28000
Hombre,39,25000
Hombre,50,5160
Hombre,61,43600
Mujer,30,5160
Hombre,39,4300
Hombre,33,4300
Mujer,53,3870
Mujer,34,3440
Hombre,37,25500
Hombre,73,6000
Mujer,26,25800
Hombre,17,6450
Mujer,35,6450
Mujer,26,4300
Hombre,31,12900
Hombre,42,10750
Hombre,33,8000
Mujer,48,60000
Hombre,46,6020
Hombre,33,9070
Hombre,53,30000
Hombre,46,1720
Hombre,17,5160
Mujer,56,1935
Hombre,41,9000
Mujer,29,9800
Mujer,43,6000
Mujer,53,25000
Mujer,45,16000
Mujer,44,4300
Hombre,37,11000
Hombre,37,6020
Hombre,58,10000
Mujer,29,12000
Hombre,33,7000
Hombre,47,6450
Mujer,60,6000
Mujer,35,3870
Mujer,48,12900
Hombre,40,8600
Hombre,35,2580
Hombre,49,1720
Hombre,20,9804
Mujer,41,6450
Mujer,27,2580
Hombre,31,21500
Hombre,36,8000
Hombre,58,6020
Hombre,26,6450
Hombre,54,21500
Mujer,52,1290
Hombre,47,4300
Mujer,45,5160
Mujer,46,3440
Hombre,51,8000
Hombre,45,7525
Hombre,35,14000
Mujer,47,4085
Hombre,45,2150
Hombre,36,7000
Mujer,21,9600
Hombre,59,40000
Mujer,20,4300
Hombre,52,3440
Mujer,31,7600
Hombre,54,3870
Mujer,53,12900
Mujer,40,4730
Hombre,22,6880
Hombre,33,7310
Mujer,35,5805
Mujer,37,2580
Hombre,25,3500
Hombre,54,2600
Hombre,41,12900
Hombre,43,12900
Hombre,36,16000
Hombre,23,4300
Mujer,40,4300
Hombre,27,12900
Mujer,25,6880
Hombre,39,12900
Mujer,52,4515
Hombre,37,8000
Mujer,49,5160
Hombre,18,1290
Mujer,41,20000
Mujer,48,5590
Hombre,27,12000
Hombre,48,5000
Hombre,60,6000
Hombre,36,4300
Hombre,33,7500
Mujer,38,5160
Mujer,48,4000
Mujer,67,2580
Mujer,37,3600
Hombre,41,3870
Mujer,34,25250
Mujer,29,3400
Hombre,36,5160
Hombre,29,9030
Mujer,32,7450
Hombre,76,10750
Mujer,59,3225
Hombre,35,10000
Mujer,54,6450
Hombre,17,3440
Mujer,41,16000
Hombre,40,12900
Hombre,17,1600
Mujer,51,10000
Hombre,38,6450
Mujer,22,6020
Mujer,46,3010
Mujer,47,1548
Hombre,19,6020
Mujer,47,12000
Hombre,25,8400
Mujer,23,8600
Hombre,23,5160
Mujer,28,3225
Hombre,26,5160
Mujer,37,3870
Hombre,34,10320
Mujer,24,5590
Hombre,20,4000
Mujer,64,3000
Hombre,62,5000
Hombre,47,16000
Hombre,77,21500
Mujer,59,15000
Hombre,45,3600
Hombre,21,6450
Hombre,22,1935
Mujer,35,3900
Hombre,42,19350
Hombre,59,17200
Hombre,55,6450
Hombre,46,10320
Mujer,27,5160
Hombre,36,12000
Hombre,45,3010
Mujer,31,10000
Mujer,46,8600
Hombre,49,8600
Mujer,56,2580
Mujer,38,6000
Mujer,47,17200
Mujer,49,2150
Mujer,33,1032
Mujer,34,4085
Hombre,34,10000
Mujer,45,6450
Mujer,25,3600
Mujer,59,1720
Hombre,28,6020
Hombre,36,6450
Hombre,30,4300
Mujer,35,6149
Mujer,28,5160
Mujer,50,3000
Hombre,47,20000
Hombre,43,7740
Mujer,17,2150
Hombre,52,8000
Hombre,39,6000
Hombre,30,2580
Hombre,20,1290
Hombre,29,6450
Mujer,55,2150
Hombre,23,7600
Hombre,30,7439
Hombre,57,9000
Hombre,36,11180
Hombre,41,3000
Hombre,55,4600
Hombre,26,8600
Hombre,23,6450
Hombre,35,7310
Mujer,47,2580
Hombre,32,16000
Mujer,34,1720
Hombre,34,3612
Mujer,39,4300
Mujer,31,5590
Hombre,48,6880
Mujer,39,8600
Hombre,39,12000
Hombre,25,5590
Hombre,31,4300
Mujer,39,4730
Hombre,48,10000
Hombre,34,12000
Hombre,54,7740
Mujer,25,5590
Hombre,43,6020
Hombre,68,6000
Hombre,52,5200
Hombre,32,15050
Hombre,37,10500
Hombre,30,3870
Mujer,39,4730
Hombre,23,4515
Hombre,67,20000
Mujer,46,16000
Hombre,49,3225
Mujer,33,3010
Hombre,39,10000
Hombre,48,9030
Hombre,53,15000
Hombre,40,7500
Mujer,47,8000
Hombre,29,15000
Mujer,21,6020
Mujer,28,6800
Mujer,30,3870
Mujer,33,6450
Hombre,39,7740
Mujer,77,6450
Hombre,28,8000
Hombre,44,10000
Hombre,32,7955
Hombre,29,7740
Mujer,32,8000
Hombre,26,4300
Mujer,57,2580
Mujer,21,3225
Mujer,50,7310
Hombre,41,10000
Hombre,29,7310
Mujer,34,1290
Hombre,53,7740
Hombre,33,5160
Mujer,31,9275
Hombre,43,4730
Hombre,34,5100
Hombre,42,10000
Hombre,19,2580
Hombre,23,7740
Mujer,31,3440
Hombre,27,6450
Mujer,45,3225
Hombre,40,5590
Hombre,59,8600
Mujer,42,8000
Hombre,37,12000
Hombre,44,6450
Mujer,37,3000
Mujer,30,10750
Hombre,42,12000
Hombre,29,4300
Hombre,40,18000
Mujer,28,4300
Mujer,27,1290
Mujer,21,10000
Hombre,44,4644
Mujer,37,3000
Hombre,39,6450
Mujer,50,4300
Mujer,39,4300
Mujer,42,3600
Hombre,46,7740
Hombre,55,5590
Hombre,37,3870
Mujer,39,2150
Hombre,55,6880
Hombre,21,7740
Hombre,34,2150
Mujer,36,2150
Hombre,25,9600
Mujer,51,10000
Hombre,29,10000
Mujer,46,6400
Hombre,47,21500
Mujer,60,5160
Mujer,57,3870
Hombre,31,10000
Mujer,52,2150
Hombre,45,2150
Mujer,58,1935
Mujer,19,3870
Hombre,44,1548
Hombre,45,6020
Mujer,26,8600
Hombre,33,8000
Hombre,59,10000
Hombre,48,12900
Hombre,52,8600
Hombre,31,12900
Mujer,57,12000
Hombre,33,4300
Hombre,46,1290
Hombre,62,80000
Mujer,29,3600
Hombre,43,6880
Hombre,27,5160
Hombre,25,6020
Hombre,27,5160
Hombre,35,5160
Mujer,63,3600
Hombre,51,2580
Mujer,33,4300
Mujer,45,5400
Mujer,55,14000
Hombre,52,4000
Hombre,41,6450
Hombre,37,10000
Hombre,29,6000
Mujer,51,2000
Hombre,25,5160
Hombre,45,24000
Hombre,27,6880
Mujer,42,11000
Hombre,33,8400
Mujer,31,21500
Mujer,47,10000
Hombre,22,10750
Mujer,35,3225
Hombre,17,5160
Hombre,32,6880
Hombre,36,5160
Hombre,29,8000
Mujer,50,1290
Hombre,48,5375
Hombre,45,12000
Mujer,21,5160
Mujer,58,6000
Hombre,45,8600
Hombre,49,6450
Hombre,47,20000
Hombre,32,4000
Hombre,20,4000
Hombre,26,7000
Hombre,22,8600
Hombre,37,2580
Hombre,64,2580
Hombre,32,12900
Hombre,18,4300
Hombre,14,1548
Hombre,39,2580
Hombre,49,7611
Mujer,48,1935
Hombre,54,3870
Mujer,27,12000
Mujer,35,3225
Hombre,20,8600
Hombre,41,4515
Mujer,42,2580
Mujer,38,10000
Hombre,44,3440
Hombre,63,12000
Hombre,61,1720
Mujer,41,1720
Hombre,22,8600
Hombre,53,9120
Hombre,45,4300
Mujer,52,4500
Hombre,26,8600
Hombre,60,5590
Hombre,23,10320
Mujer,49,2580
Hombre,36,12000
Hombre,53,6450
Hombre,61,6020
Mujer,46,4000
Mujer,20,6450
Mujer,65,1935
Hombre,45,10750
Hombre,37,3225
Mujer,41,3225
Hombre,45,12000
Hombre,30,6870
Mujer,30,3600
Hombre,26,10000
Hombre,39,10750
Mujer,40,2580
Hombre,45,8000
Hombre,66,1720
Mujer,49,8600
Hombre,46,2580
Hombre,40,20000
Hombre,35,5160
Hombre,49,10300
Hombre,58,8600
Hombre,54,14000
Hombre,43,3990
Mujer,50,2580
Hombre,39,8000
Hombre,39,1892
Mujer,28,3440
Hombre,36,3440
Hombre,55,12900
Hombre,44,4300
Hombre,29,3870
Hombre,46,5160
Hombre,37,10000
Hombre,41,6450
Hombre,43,5160
Hombre,30,12000
Hombre,31,6880
Mujer,19,6880
Hombre,53,3096
Hombre,38,5590
Hombre,24,2795
Mujer,65,12040
Hombre,20,6020
Mujer,41,5160
Hombre,29,7000
Hombre,43,10000
Hombre,29,5805
Mujer,59,1935
Hombre,60,2500
Mujer,24,5160
Hombre,26,12040
Hombre,30,20000
Mujer,44,9200
Hombre,51,10750
Mujer,29,9000
Hombre,37,8600
Mujer,45,4300
Hombre,28,5160
Mujer,37,1935
Hombre,38,9000
Hombre,45,1935
Hombre,46,5160
Hombre,30,4400
Mujer,39,10750
Mujer,49,1720
Mujer,36,5000
Mujer,44,1290
Hombre,30,5160
Hombre,40,3870
Hombre,24,6000
Hombre,50,8000
Mujer,25,2150
Mujer,63,2580
Hombre,57,3880
Hombre,33,21500
Hombre,22,6020
Mujer,27,3440
Hombre,42,25000
Hombre,31,5160
Mujer,26,3440
Hombre,16,6450
Mujer,35,6020
Hombre,28,15000
Mujer,18,2150
Mujer,29,12000
Hombre,18,4730
Hombre,42,12900
Hombre,51,5590
Mujer,64,4300
Hombre,53,4300
Hombre,25,6000
Hombre,68,3600
Mujer,50,7400
Hombre,44,2580
Mujer,45,10000
Mujer,49,12000
Mujer,49,5160
Hombre,40,5590
Mujer,52,7740
Mujer,56,5375
Hombre,46,2800
Hombre,41,4800
Mujer,26,5160
Hombre,50,7500
Hombre,32,19200
Hombre,42,12000
Mujer,28,22000
Hombre,56,4730
Mujer,25,5590
Hombre,43,8000
Mujer,38,4300
Mujer,33,4500
Mujer,32,2150
Hombre,59,17200
Hombre,51,4300
Mujer,20,7740
Hombre,40,7740
Mujer,31,3440
Hombre,34,7740
Hombre,52,8600
Hombre,19,3440
Hombre,36,2580
Hombre,19,4300
Hombre,54,6020
Hombre,35,8600
Hombre,26,4300
Hombre,38,2580
Hombre,53,2666
Hombre,40,4300
Mujer,43,1290
Mujer,27,5160
Hombre,34,10750
Mujer,43,3440
Hombre,64,8600
Hombre,52,12040
Hombre,42,10000
Hombre,47,6880
Mujer,47,3870
Hombre,27,4200
Mujer,46,5590
Mujer,18,7525
Hombre,23,6020
Mujer,37,6450
Mujer,63,4730
Mujer,24,6450
Mujer,21,1290
Hombre,65,6880
Hombre,32,30000
Mujer,33,14000
Hombre,54,2150
Hombre,38,20000
Hombre,27,12040
Mujer,22,4670
Hombre,45,7000
Mujer,20,2150
Mujer,40,22000
Hombre,21,10320
Hombre,30,5160
Hombre,59,5667
Hombre,70,4300
Hombre,65,4730
Mujer,34,2580
Hombre,32,5590
Mujer,38,2150
Mujer,42,8000
Hombre,28,10000
Mujer,38,4300
Hombre,46,12900
Mujer,29,16000
Hombre,50,7000
Mujer,60,7740
Mujer,26,4730
Hombre,26,8400
Hombre,59,5000
Hombre,38,20000
Mujer,23,2580
Hombre,22,7740
Hombre,49,9030
Mujer,73,2400
Hombre,52,18000
Hombre,18,7500
Mujer,25,14000
Mujer,40,2580
Hombre,42,6020
Mujer,32,1720
Hombre,26,8600
Hombre,49,5590
Mujer,50,2580
Mujer,54,2150
Mujer,35,2580
Hombre,48,7533
Hombre,65,1060
Hombre,52,6000
Mujer,52,8000
Mujer,22,4730
Hombre,78,3440
Mujer,45,3225
Hombre,36,12000
